,class_ids,classes,logistic,logits,probabilities
3691,[0],[b'0'],[0.],[-33169.414],[1. 0.]
3692,[0],[b'0'],[0.],[-31981.002],[1. 0.]
3693,[0],[b'0'],[0.],[-32162.004],[1. 0.]
3694,[0],[b'0'],[0.],[-31236.379],[1. 0.]
3695,[0],[b'0'],[0.],[-31588.424],[1. 0.]
3696,[0],[b'0'],[0.],[-33072.918],[1. 0.]
3697,[0],[b'0'],[0.],[-29056.832],[1. 0.]
3698,[0],[b'0'],[0.],[-32562.594],[1. 0.]
3699,[0],[b'0'],[0.],[-32379.328],[1. 0.]
3700,[0],[b'0'],[0.],[-32476.715],[1. 0.]
3701,[0],[b'0'],[0.],[-31078.705],[1. 0.]
3702,[0],[b'0'],[0.],[-32940.055],[1. 0.]
3703,[0],[b'0'],[0.],[-32736.836],[1. 0.]
3704,[0],[b'0'],[0.],[-33078.625],[1. 0.]
3705,[0],[b'0'],[0.],[-31921.336],[1. 0.]
3706,[0],[b'0'],[0.],[-32408.262],[1. 0.]
3707,[0],[b'0'],[0.],[-29807.688],[1. 0.]
3708,[0],[b'0'],[0.],[-30425.031],[1. 0.]
3709,[0],[b'0'],[0.],[-30546.395],[1. 0.]
3710,[0],[b'0'],[0.],[-29703.31],[1. 0.]
3711,[1],[b'1'],[1.],[6780.523],[0. 1.]
3712,[0],[b'0'],[0.],[-33709.355],[1. 0.]
3713,[0],[b'0'],[0.],[-32153.164],[1. 0.]
3714,[0],[b'0'],[0.],[-30193.408],[1. 0.]
3715,[0],[b'0'],[0.],[-31237.793],[1. 0.]
3716,[0],[b'0'],[0.],[-30946.373],[1. 0.]
3717,[0],[b'0'],[0.],[-30957.482],[1. 0.]
3718,[0],[b'0'],[0.],[-29177.676],[1. 0.]
3719,[0],[b'0'],[0.],[-33563.37],[1. 0.]
3720,[0],[b'0'],[0.],[-28862.037],[1. 0.]
3721,[0],[b'0'],[0.],[-33346.406],[1. 0.]
3722,[0],[b'0'],[0.],[-31832.754],[1. 0.]
3723,[0],[b'0'],[0.],[-28327.688],[1. 0.]
3724,[0],[b'0'],[0.],[-28881.824],[1. 0.]
3725,[0],[b'0'],[0.],[-31891.008],[1. 0.]
3726,[0],[b'0'],[0.],[-32384.914],[1. 0.]
3727,[0],[b'0'],[0.],[-31968.33],[1. 0.]
3728,[0],[b'0'],[0.],[-32450.928],[1. 0.]
3729,[0],[b'0'],[0.],[-32089.191],[1. 0.]
3730,[0],[b'0'],[0.],[-32662.375],[1. 0.]
3731,[0],[b'0'],[0.],[-31642.396],[1. 0.]
3732,[0],[b'0'],[0.],[-38319.38],[1. 0.]
3733,[0],[b'0'],[0.],[-32539.549],[1. 0.]
3734,[0],[b'0'],[0.],[-32416.58],[1. 0.]
3735,[0],[b'0'],[0.],[-32823.28],[1. 0.]
3736,[0],[b'0'],[0.],[-38199.543],[1. 0.]
3737,[0],[b'0'],[0.],[-32260.74],[1. 0.]
3738,[0],[b'0'],[0.],[-37260.11],[1. 0.]
3739,[0],[b'0'],[0.],[-30965.049],[1. 0.]
3740,[0],[b'0'],[0.],[-33828.31],[1. 0.]
3741,[0],[b'0'],[0.],[-32079.58],[1. 0.]
3742,[0],[b'0'],[0.],[-32412.346],[1. 0.]
3743,[0],[b'0'],[0.],[-30933.977],[1. 0.]
3744,[0],[b'0'],[0.],[-28663.627],[1. 0.]
3745,[0],[b'0'],[0.],[-32067.787],[1. 0.]
3746,[0],[b'0'],[0.],[-32314.27],[1. 0.]
3747,[0],[b'0'],[0.],[-32225.395],[1. 0.]
3748,[0],[b'0'],[0.],[-29393.703],[1. 0.]
3749,[0],[b'0'],[0.],[-32126.299],[1. 0.]
3750,[0],[b'0'],[0.],[-31862.879],[1. 0.]
3751,[1],[b'1'],[1.],[8500.957],[0. 1.]
3752,[0],[b'0'],[0.],[-37879.09],[1. 0.]
3753,[0],[b'0'],[0.],[-33135.316],[1. 0.]
3754,[0],[b'0'],[0.],[-29858.2],[1. 0.]
3755,[0],[b'0'],[0.],[-32288.254],[1. 0.]
3756,[0],[b'0'],[0.],[-33293.605],[1. 0.]
3757,[0],[b'0'],[0.],[-34098.68],[1. 0.]
3758,[0],[b'0'],[0.],[-32775.824],[1. 0.]
3759,[0],[b'0'],[0.],[-29567.12],[1. 0.]
3760,[0],[b'0'],[0.],[-30530.523],[1. 0.]
3761,[0],[b'0'],[0.],[-32978.867],[1. 0.]
3762,[1],[b'1'],[1.],[5961.6284],[0. 1.]
3763,[0],[b'0'],[0.],[-34881.082],[1. 0.]
3764,[0],[b'0'],[0.],[-30681.818],[1. 0.]
3765,[0],[b'0'],[0.],[-32121.955],[1. 0.]
3766,[0],[b'0'],[0.],[-32470.73],[1. 0.]
3767,[0],[b'0'],[0.],[-33351.39],[1. 0.]
3768,[0],[b'0'],[0.],[-32239.486],[1. 0.]
3769,[0],[b'0'],[0.],[-30640.09],[1. 0.]
3770,[0],[b'0'],[0.],[-31433.152],[1. 0.]
3771,[0],[b'0'],[0.],[-31971.064],[1. 0.]
3772,[0],[b'0'],[0.],[-31333.94],[1. 0.]
3773,[0],[b'0'],[0.],[-33256.703],[1. 0.]
3774,[0],[b'0'],[0.],[-31292.729],[1. 0.]
3775,[0],[b'0'],[0.],[-29858.766],[1. 0.]
3776,[0],[b'0'],[0.],[-31363.133],[1. 0.]
3777,[0],[b'0'],[0.],[-31011.426],[1. 0.]
3778,[0],[b'0'],[0.],[-31906.688],[1. 0.]
3779,[0],[b'0'],[0.],[-34606.684],[1. 0.]
3780,[1],[b'1'],[1.],[6693.562],[0. 1.]
3781,[0],[b'0'],[0.],[-32830.133],[1. 0.]
3782,[0],[b'0'],[0.],[-31310.652],[1. 0.]
3783,[0],[b'0'],[0.],[-29660.973],[1. 0.]
3784,[0],[b'0'],[0.],[-30839.627],[1. 0.]
3785,[0],[b'0'],[0.],[-30617.164],[1. 0.]
3786,[0],[b'0'],[0.],[-28663.479],[1. 0.]
3787,[0],[b'0'],[0.],[-31682.898],[1. 0.]
3788,[0],[b'0'],[0.],[-31860.574],[1. 0.]
3789,[0],[b'0'],[0.],[-30368.71],[1. 0.]
3790,[0],[b'0'],[0.],[-29658.988],[1. 0.]
3791,[0],[b'0'],[0.],[-30750.855],[1. 0.]
3792,[0],[b'0'],[0.],[-32335.053],[1. 0.]
3793,[0],[b'0'],[0.],[-32811.484],[1. 0.]
3794,[0],[b'0'],[0.],[-33088.902],[1. 0.]
3795,[0],[b'0'],[0.],[-31643.75],[1. 0.]
3796,[0],[b'0'],[0.],[-32679.512],[1. 0.]
3797,[0],[b'0'],[0.],[-32902.21],[1. 0.]
3798,[0],[b'0'],[0.],[-29941.834],[1. 0.]
3799,[0],[b'0'],[0.],[-30191.055],[1. 0.]
3800,[0],[b'0'],[0.],[-32863.863],[1. 0.]
3801,[0],[b'0'],[0.],[-28053.531],[1. 0.]
3802,[0],[b'0'],[0.],[-31024.55],[1. 0.]
3803,[0],[b'0'],[0.],[-32637.705],[1. 0.]
3804,[0],[b'0'],[0.],[-29915.412],[1. 0.]
3805,[0],[b'0'],[0.],[-31886.352],[1. 0.]
3806,[0],[b'0'],[0.],[-33185.54],[1. 0.]
3807,[1],[b'1'],[1.],[6377.611],[0. 1.]
3808,[0],[b'0'],[0.],[-33123.227],[1. 0.]
3809,[0],[b'0'],[0.],[-30042.307],[1. 0.]
3810,[0],[b'0'],[0.],[-32508.197],[1. 0.]
3811,[0],[b'0'],[0.],[-30933.635],[1. 0.]
3812,[0],[b'0'],[0.],[-32376.7],[1. 0.]
3813,[0],[b'0'],[0.],[-31374.32],[1. 0.]
3814,[0],[b'0'],[0.],[-32243.545],[1. 0.]
3815,[0],[b'0'],[0.],[-30759.117],[1. 0.]
3816,[0],[b'0'],[0.],[-34795.9],[1. 0.]
3817,[0],[b'0'],[0.],[-29956.96],[1. 0.]
3818,[0],[b'0'],[0.],[-28877.209],[1. 0.]
3819,[0],[b'0'],[0.],[-34388.227],[1. 0.]
3820,[0],[b'0'],[0.],[-31994.494],[1. 0.]
3821,[0],[b'0'],[0.],[-33040.8],[1. 0.]
3822,[0],[b'0'],[0.],[-33389.664],[1. 0.]
3823,[0],[b'0'],[0.],[-32699.492],[1. 0.]
3824,[0],[b'0'],[0.],[-31577.88],[1. 0.]
3825,[0],[b'0'],[0.],[-30441.922],[1. 0.]
3826,[0],[b'0'],[0.],[-33156.996],[1. 0.]
3827,[0],[b'0'],[0.],[-33177.168],[1. 0.]
3828,[0],[b'0'],[0.],[-30702.652],[1. 0.]
3829,[0],[b'0'],[0.],[-28761.121],[1. 0.]
3830,[0],[b'0'],[0.],[-30864.164],[1. 0.]
3831,[0],[b'0'],[0.],[-30519.111],[1. 0.]
3832,[0],[b'0'],[0.],[-32739.217],[1. 0.]
3833,[0],[b'0'],[0.],[-28927.791],[1. 0.]
3834,[0],[b'0'],[0.],[-29234.059],[1. 0.]
3835,[0],[b'0'],[0.],[-31691.96],[1. 0.]
3836,[0],[b'0'],[0.],[-32415.32],[1. 0.]
3837,[0],[b'0'],[0.],[-32156.252],[1. 0.]
3838,[0],[b'0'],[0.],[-31984.996],[1. 0.]
3839,[0],[b'0'],[0.],[-32665.35],[1. 0.]
3840,[0],[b'0'],[0.],[-29831.373],[1. 0.]
3841,[0],[b'0'],[0.],[-29893.42],[1. 0.]
3842,[0],[b'0'],[0.],[-30374.613],[1. 0.]
3843,[0],[b'0'],[0.],[-35129.68],[1. 0.]
3844,[0],[b'0'],[0.],[-29024.408],[1. 0.]
3845,[0],[b'0'],[0.],[-30962.398],[1. 0.]
3846,[0],[b'0'],[0.],[-31039.775],[1. 0.]
3847,[0],[b'0'],[0.],[-33298.387],[1. 0.]
3848,[0],[b'0'],[0.],[-32322.809],[1. 0.]
3849,[0],[b'0'],[0.],[-32218.484],[1. 0.]
3850,[0],[b'0'],[0.],[-35806.918],[1. 0.]
3851,[0],[b'0'],[0.],[-30510.686],[1. 0.]
3852,[0],[b'0'],[0.],[-34131.504],[1. 0.]
3853,[0],[b'0'],[0.],[-29479.58],[1. 0.]
3854,[0],[b'0'],[0.],[-32838.457],[1. 0.]
3855,[0],[b'0'],[0.],[-32408.477],[1. 0.]
3856,[0],[b'0'],[0.],[-29797.78],[1. 0.]
3857,[0],[b'0'],[0.],[-31753.828],[1. 0.]
3858,[0],[b'0'],[0.],[-32240.615],[1. 0.]
3859,[0],[b'0'],[0.],[-31886.584],[1. 0.]
3860,[0],[b'0'],[0.],[-33303.504],[1. 0.]
3861,[0],[b'0'],[0.],[-33410.953],[1. 0.]
3862,[0],[b'0'],[0.],[-31436.648],[1. 0.]
3863,[0],[b'0'],[0.],[-34915.113],[1. 0.]
3864,[0],[b'0'],[0.],[-30951.271],[1. 0.]
3865,[0],[b'0'],[0.],[-31194.932],[1. 0.]
3866,[0],[b'0'],[0.],[-30568.607],[1. 0.]
3867,[0],[b'0'],[0.],[-31651.73],[1. 0.]
3868,[0],[b'0'],[0.],[-32541.477],[1. 0.]
3869,[0],[b'0'],[0.],[-34533.723],[1. 0.]
3870,[0],[b'0'],[0.],[-32613.348],[1. 0.]
3871,[0],[b'0'],[0.],[-32288.85],[1. 0.]
3872,[0],[b'0'],[0.],[-31233.678],[1. 0.]
3873,[0],[b'0'],[0.],[-30326.613],[1. 0.]
3874,[0],[b'0'],[0.],[-30914.883],[1. 0.]
3875,[0],[b'0'],[0.],[-30132.041],[1. 0.]
3876,[0],[b'0'],[0.],[-32786.38],[1. 0.]
3877,[0],[b'0'],[0.],[-30106.299],[1. 0.]
3878,[0],[b'0'],[0.],[-32360.086],[1. 0.]
3879,[0],[b'0'],[0.],[-33457.152],[1. 0.]
3880,[0],[b'0'],[0.],[-31441.248],[1. 0.]
3881,[0],[b'0'],[0.],[-31477.668],[1. 0.]
3882,[0],[b'0'],[0.],[-32129.488],[1. 0.]
3883,[0],[b'0'],[0.],[-33053.02],[1. 0.]
3884,[0],[b'0'],[0.],[-30914.584],[1. 0.]
3885,[0],[b'0'],[0.],[-29123.818],[1. 0.]
3886,[0],[b'0'],[0.],[-33866.98],[1. 0.]
3887,[0],[b'0'],[0.],[-32062.922],[1. 0.]
3888,[0],[b'0'],[0.],[-32606.951],[1. 0.]
3889,[0],[b'0'],[0.],[-32111.945],[1. 0.]
3890,[0],[b'0'],[0.],[-31043.88],[1. 0.]
3891,[0],[b'0'],[0.],[-34520.258],[1. 0.]
3892,[0],[b'0'],[0.],[-30022.854],[1. 0.]
3893,[0],[b'0'],[0.],[-33435.293],[1. 0.]
3894,[0],[b'0'],[0.],[-28995.96],[1. 0.]
3895,[0],[b'0'],[0.],[-31905.232],[1. 0.]
3896,[0],[b'0'],[0.],[-29930.5],[1. 0.]
3897,[0],[b'0'],[0.],[-33606.66],[1. 0.]
3898,[0],[b'0'],[0.],[-35603.188],[1. 0.]
3899,[0],[b'0'],[0.],[-31584.363],[1. 0.]
3900,[1],[b'1'],[1.],[7224.9937],[0. 1.]
3901,[0],[b'0'],[0.],[-32807.38],[1. 0.]
3902,[0],[b'0'],[0.],[-32843.902],[1. 0.]
3903,[0],[b'0'],[0.],[-31710.549],[1. 0.]
3904,[0],[b'0'],[0.],[-31182.666],[1. 0.]
3905,[0],[b'0'],[0.],[-29833.094],[1. 0.]
3906,[0],[b'0'],[0.],[-32664.621],[1. 0.]
3907,[0],[b'0'],[0.],[-32515.916],[1. 0.]
3908,[0],[b'0'],[0.],[-30518.29],[1. 0.]
3909,[0],[b'0'],[0.],[-30495.08],[1. 0.]
3910,[0],[b'0'],[0.],[-28340.848],[1. 0.]
3911,[0],[b'0'],[0.],[-31660.988],[1. 0.]
3912,[0],[b'0'],[0.],[-32521.182],[1. 0.]
3913,[0],[b'0'],[0.],[-33281.92],[1. 0.]
3914,[0],[b'0'],[0.],[-31531.27],[1. 0.]
3915,[0],[b'0'],[0.],[-36017.016],[1. 0.]
3916,[0],[b'0'],[0.],[-34825.105],[1. 0.]
3917,[0],[b'0'],[0.],[-32327.48],[1. 0.]
3918,[0],[b'0'],[0.],[-30484.104],[1. 0.]
3919,[0],[b'0'],[0.],[-30683.12],[1. 0.]
3920,[0],[b'0'],[0.],[-31803.588],[1. 0.]
3921,[0],[b'0'],[0.],[-33884.51],[1. 0.]
3922,[0],[b'0'],[0.],[-32856.766],[1. 0.]
3923,[0],[b'0'],[0.],[-32699.764],[1. 0.]
3924,[0],[b'0'],[0.],[-32686.746],[1. 0.]
3925,[0],[b'0'],[0.],[-32966.566],[1. 0.]
3926,[0],[b'0'],[0.],[-30870.58],[1. 0.]
3927,[1],[b'1'],[1.],[9255.256],[0. 1.]
3928,[0],[b'0'],[0.],[-29899.262],[1. 0.]
3929,[0],[b'0'],[0.],[-31687.03],[1. 0.]
3930,[0],[b'0'],[0.],[-30808.572],[1. 0.]
3931,[0],[b'0'],[0.],[-31830.271],[1. 0.]
3932,[1],[b'1'],[1.],[8504.828],[0. 1.]
3933,[0],[b'0'],[0.],[-28616.643],[1. 0.]
3934,[0],[b'0'],[0.],[-30704.053],[1. 0.]
3935,[0],[b'0'],[0.],[-32790.438],[1. 0.]
3936,[0],[b'0'],[0.],[-30869.912],[1. 0.]
3937,[0],[b'0'],[0.],[-32965.07],[1. 0.]
3938,[0],[b'0'],[0.],[-34017.312],[1. 0.]
3939,[0],[b'0'],[0.],[-32985.07],[1. 0.]
3940,[0],[b'0'],[0.],[-33185.67],[1. 0.]
3941,[0],[b'0'],[0.],[-32546.402],[1. 0.]
3942,[0],[b'0'],[0.],[-30159.69],[1. 0.]
3943,[0],[b'0'],[0.],[-32496.242],[1. 0.]
3944,[0],[b'0'],[0.],[-29419.574],[1. 0.]
3945,[0],[b'0'],[0.],[-32399.611],[1. 0.]
3946,[0],[b'0'],[0.],[-30727.78],[1. 0.]
3947,[0],[b'0'],[0.],[-30562.857],[1. 0.]
3948,[0],[b'0'],[0.],[-32521.982],[1. 0.]
3949,[0],[b'0'],[0.],[-33236.094],[1. 0.]
3950,[0],[b'0'],[0.],[-30646.307],[1. 0.]
3951,[0],[b'0'],[0.],[-32701.854],[1. 0.]
3952,[0],[b'0'],[0.],[-31877.229],[1. 0.]
3953,[0],[b'0'],[0.],[-31680.807],[1. 0.]
3954,[0],[b'0'],[0.],[-31174.271],[1. 0.]
3955,[0],[b'0'],[0.],[-33632.086],[1. 0.]
3956,[0],[b'0'],[0.],[-32728.428],[1. 0.]
3957,[0],[b'0'],[0.],[-33029.543],[1. 0.]
3958,[0],[b'0'],[0.],[-31417.682],[1. 0.]
3959,[0],[b'0'],[0.],[-32339.254],[1. 0.]
3960,[0],[b'0'],[0.],[-29841.346],[1. 0.]
3961,[0],[b'0'],[0.],[-32315.348],[1. 0.]
3962,[0],[b'0'],[0.],[-31655.965],[1. 0.]
3963,[0],[b'0'],[0.],[-31549.186],[1. 0.]
3964,[0],[b'0'],[0.],[-30975.525],[1. 0.]
3965,[0],[b'0'],[0.],[-32211.004],[1. 0.]
3966,[0],[b'0'],[0.],[-30815.896],[1. 0.]
3967,[0],[b'0'],[0.],[-34134.867],[1. 0.]
3968,[0],[b'0'],[0.],[-32461.947],[1. 0.]
3969,[0],[b'0'],[0.],[-30390.014],[1. 0.]
3970,[0],[b'0'],[0.],[-33562.133],[1. 0.]
3971,[0],[b'0'],[0.],[-28361.86],[1. 0.]
3972,[0],[b'0'],[0.],[-31788.676],[1. 0.]
3973,[0],[b'0'],[0.],[-29234.922],[1. 0.]
3974,[0],[b'0'],[0.],[-33767.676],[1. 0.]
3975,[0],[b'0'],[0.],[-30944.21],[1. 0.]
3976,[0],[b'0'],[0.],[-30133.617],[1. 0.]
3977,[0],[b'0'],[0.],[-31422.873],[1. 0.]
3978,[0],[b'0'],[0.],[-32831.945],[1. 0.]
3979,[0],[b'0'],[0.],[-32044.133],[1. 0.]
3980,[0],[b'0'],[0.],[-33205.473],[1. 0.]
3981,[0],[b'0'],[0.],[-31631.37],[1. 0.]
3982,[0],[b'0'],[0.],[-28805.316],[1. 0.]
3983,[0],[b'0'],[0.],[-31098.566],[1. 0.]
3984,[0],[b'0'],[0.],[-31314.61],[1. 0.]
3985,[0],[b'0'],[0.],[-32748.01],[1. 0.]
3986,[0],[b'0'],[0.],[-34251.895],[1. 0.]
3987,[0],[b'0'],[0.],[-32219.037],[1. 0.]
3988,[0],[b'0'],[0.],[-29795.283],[1. 0.]
3989,[0],[b'0'],[0.],[-32506.576],[1. 0.]
3990,[0],[b'0'],[0.],[-33510.76],[1. 0.]
3991,[0],[b'0'],[0.],[-32022.217],[1. 0.]
3992,[0],[b'0'],[0.],[-32558.268],[1. 0.]
3993,[0],[b'0'],[0.],[-34318.867],[1. 0.]
3994,[0],[b'0'],[0.],[-34747.918],[1. 0.]
3995,[0],[b'0'],[0.],[-34099.195],[1. 0.]
3996,[0],[b'0'],[0.],[-32600.258],[1. 0.]
3997,[0],[b'0'],[0.],[-30603.572],[1. 0.]
3998,[0],[b'0'],[0.],[-30974.387],[1. 0.]
3999,[0],[b'0'],[0.],[-30204.215],[1. 0.]
4000,[0],[b'0'],[0.],[-32460.213],[1. 0.]
4001,[0],[b'0'],[0.],[-32990.195],[1. 0.]
4002,[0],[b'0'],[0.],[-33515.93],[1. 0.]
4003,[0],[b'0'],[0.],[-33383.438],[1. 0.]
4004,[0],[b'0'],[0.],[-33967.],[1. 0.]
4005,[0],[b'0'],[0.],[-30626.781],[1. 0.]
4006,[0],[b'0'],[0.],[-32887.754],[1. 0.]
4007,[0],[b'0'],[0.],[-31214.727],[1. 0.]
4008,[0],[b'0'],[0.],[-28681.838],[1. 0.]
4009,[0],[b'0'],[0.],[-31209.5],[1. 0.]
4010,[0],[b'0'],[0.],[-32854.785],[1. 0.]
4011,[0],[b'0'],[0.],[-33158.395],[1. 0.]
4012,[0],[b'0'],[0.],[-34654.777],[1. 0.]
4013,[0],[b'0'],[0.],[-30622.732],[1. 0.]
4014,[0],[b'0'],[0.],[-31454.941],[1. 0.]
4015,[0],[b'0'],[0.],[-32678.6],[1. 0.]
4016,[0],[b'0'],[0.],[-29944.076],[1. 0.]
4017,[0],[b'0'],[0.],[-36570.223],[1. 0.]
4018,[0],[b'0'],[0.],[-33999.34],[1. 0.]
4019,[0],[b'0'],[0.],[-31560.197],[1. 0.]
4020,[0],[b'0'],[0.],[-27866.725],[1. 0.]
4021,[0],[b'0'],[0.],[-30676.303],[1. 0.]
4022,[0],[b'0'],[0.],[-31521.525],[1. 0.]
4023,[0],[b'0'],[0.],[-34637.945],[1. 0.]
4024,[0],[b'0'],[0.],[-32059.17],[1. 0.]
4025,[0],[b'0'],[0.],[-28616.201],[1. 0.]
4026,[0],[b'0'],[0.],[-31208.127],[1. 0.]
4027,[0],[b'0'],[0.],[-28860.713],[1. 0.]
4028,[0],[b'0'],[0.],[-32171.994],[1. 0.]
4029,[0],[b'0'],[0.],[-30663.658],[1. 0.]
4030,[0],[b'0'],[0.],[-29531.855],[1. 0.]
4031,[0],[b'0'],[0.],[-36128.76],[1. 0.]
4032,[0],[b'0'],[0.],[-30039.133],[1. 0.]
4033,[0],[b'0'],[0.],[-32514.695],[1. 0.]
4034,[0],[b'0'],[0.],[-30823.084],[1. 0.]
4035,[0],[b'0'],[0.],[-30763.604],[1. 0.]
4036,[0],[b'0'],[0.],[-30566.822],[1. 0.]
4037,[0],[b'0'],[0.],[-33031.88],[1. 0.]
4038,[0],[b'0'],[0.],[-31212.232],[1. 0.]
4039,[0],[b'0'],[0.],[-30918.95],[1. 0.]
4040,[0],[b'0'],[0.],[-31387.893],[1. 0.]
4041,[0],[b'0'],[0.],[-30338.066],[1. 0.]
4042,[0],[b'0'],[0.],[-32231.121],[1. 0.]
4043,[0],[b'0'],[0.],[-33420.66],[1. 0.]
4044,[0],[b'0'],[0.],[-31214.504],[1. 0.]
4045,[0],[b'0'],[0.],[-31740.8],[1. 0.]
4046,[0],[b'0'],[0.],[-31555.838],[1. 0.]
4047,[0],[b'0'],[0.],[-30215.572],[1. 0.]
4048,[0],[b'0'],[0.],[-32582.83],[1. 0.]
4049,[0],[b'0'],[0.],[-32546.225],[1. 0.]
4050,[0],[b'0'],[0.],[-32940.57],[1. 0.]
4051,[0],[b'0'],[0.],[-29017.49],[1. 0.]
4052,[0],[b'0'],[0.],[-32859.348],[1. 0.]
4053,[0],[b'0'],[0.],[-33954.28],[1. 0.]
4054,[0],[b'0'],[0.],[-32852.92],[1. 0.]
4055,[0],[b'0'],[0.],[-31952.53],[1. 0.]
4056,[0],[b'0'],[0.],[-32310.441],[1. 0.]
4057,[0],[b'0'],[0.],[-31030.127],[1. 0.]
4058,[0],[b'0'],[0.],[-31094.234],[1. 0.]
4059,[0],[b'0'],[0.],[-31316.209],[1. 0.]
4060,[0],[b'0'],[0.],[-28807.77],[1. 0.]
4061,[0],[b'0'],[0.],[-32183.09],[1. 0.]
4062,[0],[b'0'],[0.],[-32793.844],[1. 0.]
4063,[0],[b'0'],[0.],[-30551.094],[1. 0.]
4064,[0],[b'0'],[0.],[-33490.348],[1. 0.]
4065,[0],[b'0'],[0.],[-31701.29],[1. 0.]
4066,[0],[b'0'],[0.],[-32195.443],[1. 0.]
4067,[0],[b'0'],[0.],[-35326.72],[1. 0.]
4068,[0],[b'0'],[0.],[-31077.816],[1. 0.]
4069,[0],[b'0'],[0.],[-32595.756],[1. 0.]
4070,[0],[b'0'],[0.],[-33363.355],[1. 0.]
4071,[0],[b'0'],[0.],[-29678.432],[1. 0.]
4072,[0],[b'0'],[0.],[-28894.918],[1. 0.]
4073,[0],[b'0'],[0.],[-32260.781],[1. 0.]
4074,[0],[b'0'],[0.],[-32092.164],[1. 0.]
4075,[0],[b'0'],[0.],[-33218.113],[1. 0.]
4076,[0],[b'0'],[0.],[-32138.002],[1. 0.]
4077,[0],[b'0'],[0.],[-32507.021],[1. 0.]
4078,[0],[b'0'],[0.],[-32988.19],[1. 0.]
4079,[0],[b'0'],[0.],[-32222.385],[1. 0.]
4080,[0],[b'0'],[0.],[-31964.893],[1. 0.]
4081,[0],[b'0'],[0.],[-29582.672],[1. 0.]
4082,[0],[b'0'],[0.],[-29822.002],[1. 0.]
4083,[0],[b'0'],[0.],[-29958.86],[1. 0.]
4084,[0],[b'0'],[0.],[-30452.504],[1. 0.]
4085,[0],[b'0'],[0.],[-32500.986],[1. 0.]
4086,[0],[b'0'],[0.],[-31471.398],[1. 0.]
4087,[0],[b'0'],[0.],[-32507.125],[1. 0.]
4088,[0],[b'0'],[0.],[-30246.379],[1. 0.]
4089,[0],[b'0'],[0.],[-32619.035],[1. 0.]
4090,[0],[b'0'],[0.],[-33101.223],[1. 0.]
4091,[0],[b'0'],[0.],[-32440.572],[1. 0.]
4092,[0],[b'0'],[0.],[-34962.85],[1. 0.]
4093,[0],[b'0'],[0.],[-34411.58],[1. 0.]
4094,[0],[b'0'],[0.],[-31912.664],[1. 0.]
4095,[0],[b'0'],[0.],[-29586.193],[1. 0.]
4096,[0],[b'0'],[0.],[-31678.814],[1. 0.]
4097,[0],[b'0'],[0.],[-32821.91],[1. 0.]
4098,[0],[b'0'],[0.],[-30395.23],[1. 0.]
4099,[0],[b'0'],[0.],[-32800.75],[1. 0.]
4100,[0],[b'0'],[0.],[-32075.139],[1. 0.]
4101,[0],[b'0'],[0.],[-32792.137],[1. 0.]
4102,[0],[b'0'],[0.],[-32045.193],[1. 0.]
4103,[0],[b'0'],[0.],[-29112.37],[1. 0.]
4104,[0],[b'0'],[0.],[-29435.564],[1. 0.]
4105,[0],[b'0'],[0.],[-32540.766],[1. 0.]
4106,[0],[b'0'],[0.],[-29204.611],[1. 0.]
4107,[0],[b'0'],[0.],[-31838.512],[1. 0.]
4108,[0],[b'0'],[0.],[-30361.764],[1. 0.]
4109,[0],[b'0'],[0.],[-29972.492],[1. 0.]
4110,[0],[b'0'],[0.],[-31460.648],[1. 0.]
4111,[0],[b'0'],[0.],[-31550.215],[1. 0.]
4112,[0],[b'0'],[0.],[-32601.945],[1. 0.]
4113,[0],[b'0'],[0.],[-27987.596],[1. 0.]
4114,[0],[b'0'],[0.],[-30579.244],[1. 0.]
4115,[0],[b'0'],[0.],[-31918.291],[1. 0.]
4116,[0],[b'0'],[0.],[-29727.727],[1. 0.]
4117,[0],[b'0'],[0.],[-28355.62],[1. 0.]
4118,[0],[b'0'],[0.],[-30886.955],[1. 0.]
4119,[0],[b'0'],[0.],[-30322.777],[1. 0.]
4120,[0],[b'0'],[0.],[-32493.645],[1. 0.]
4121,[0],[b'0'],[0.],[-31630.994],[1. 0.]
4122,[0],[b'0'],[0.],[-33011.664],[1. 0.]
4123,[0],[b'0'],[0.],[-32786.547],[1. 0.]
4124,[0],[b'0'],[0.],[-31029.79],[1. 0.]
4125,[0],[b'0'],[0.],[-37657.35],[1. 0.]
4126,[0],[b'0'],[0.],[-34162.043],[1. 0.]
4127,[0],[b'0'],[0.],[-32779.664],[1. 0.]
4128,[0],[b'0'],[0.],[-30929.807],[1. 0.]
4129,[0],[b'0'],[0.],[-32652.105],[1. 0.]
4130,[0],[b'0'],[0.],[-32533.078],[1. 0.]
4131,[0],[b'0'],[0.],[-32805.184],[1. 0.]
4132,[0],[b'0'],[0.],[-31511.625],[1. 0.]
4133,[0],[b'0'],[0.],[-34530.3],[1. 0.]
4134,[0],[b'0'],[0.],[-33553.957],[1. 0.]
4135,[0],[b'0'],[0.],[-31477.14],[1. 0.]
4136,[0],[b'0'],[0.],[-29851.363],[1. 0.]
4137,[0],[b'0'],[0.],[-31164.814],[1. 0.]
4138,[0],[b'0'],[0.],[-33267.87],[1. 0.]
4139,[0],[b'0'],[0.],[-34207.707],[1. 0.]
4140,[0],[b'0'],[0.],[-33830.773],[1. 0.]
4141,[0],[b'0'],[0.],[-31538.705],[1. 0.]
